@z1mt0n1x2,13:32 How do you even make this stuff up?,0,Top Level
@jmr,Does the energy disappear or does it dilute as the universe expands in multiple dimensions?,0,Top Level
@granumuse7847,I thought she was called Lisa Meitner,0,Top Level
@thed3m0n0id9,"As my stoner bro-science take, I always thought that whole ""rock travels forever"" thing was kinda silly anyway. Traveling forever implies infinite impelling force and you definitely can't generate that with your arm, or theoretically, anything. And it traveling forever defies entropy entirely, because it's *going* to lose energy over time, period.

Feel free to contest this lol it's just my goofy ideas about the universe",0,Top Level
@makcings4764,Glad we have society now where we head into directions of individuals actual abilities are considered rather then what individual is born with,0,Top Level
@YashGupta-jx9yr,What about forces... I studied that force is partial derivative of energy and i didn't understood that energy leakage,0,Top Level
@kishanhariyani9523,"Energy not Concern 
dE/dt is not equal to zero. 
But in real solutions, concern is not zero. dE/dt - (1/t)mc^2 = 0 . Energy momentum Concern equation. 
dp/dt is not equal to zero .😊😊😊😊😊😊",0,Top Level
@PerriPaprikash,"We all know how Noether developed her critical thinking and math skills, hours and hours of  Brilliant  online courses of course!",0,Top Level
@stevenlaube7535,the idea of Newton  had 3 laws all interacting not one off on its own which implies the energy of a system  runs to 0,0,Top Level
,Most of what einstein said has been proven to be wrong over the years. If einstein was on the space station and he threw a large heavy spanner strait into space eventually it would hit him in the back of his head.,1,Top Level
@SapphierraKurosaki,"This has been found decades or even a century ago, but our school still teaches us that energy is always conserved and that there's no further epxlna on how that happens, they just tell you that because that's what accepted and so on.",0,Top Level
@spectrumofreality,The energy Q in the universe is a constant!,0,Top Level
@spectrumofreality,Space is not empty and when you throw a rock in space it is constantly transferring it's energy into surrounding subatomic particles which is why it will stop eventually.,0,Top Level
@spectrumofreality,Energy is most certainly conserved champ!,0,Top Level
@nickmagrick7702,"I think they are talking out of their ass trying to make sense of numbers relating to concept as if its a proof of a theoretical situation that can't even exist to explain their gaps in understanding. 
 
This is mostly bs",0,Top Level
@giugiu09,This is one of the best videos you ever made,0,Top Level
@theduckster01,"When we take the derivative of L with respect to v in 14:48, why do we ignore the potential energy term capital V? Is there a reason we are assuming it is constant in v?",1,Top Level
@user-np1hv3fk6y,ulol,0,Top Level
@therugbychannel,"Given there is no such thing as time, merely a measurement, space-inch would do just as well. Oh, and show me an example of bent space?",0,Top Level
@NovelistSudhir,Id love a video storyline of all the history of physics,0,Top Level
@murr2k2,nobody reads these crackpot comments .,0,Top Level
@gwilli1754,"The irony is that the theory of loss of energy due to segmental frame compilation is that the anecdotal information negates it, the video makes it compelling that when the universe was pitched, the balls instead accelerated away from the pitcher at ever higher speeds.  So the universe is expanding.  I suspect that we will have a brilliant scientist eventually combining the two, that somehow there is a loss of some of the energy of the segments, which the contributes to the space between the segment’s widening, which would solve the puzzle well.",0,Top Level
@lukeconlin6995,best veritasium video yet? i submit: yes,0,Top Level
@이가람-s3w,"Na.. i thk E is conserved, only that we cant detect it.",0,Top Level
@mawandelushozi,"12:34 A careful student will have a problem with this explanation. You don't make explicit where you are using the time symmetry of the action/Lagrangian/equatios of motion. It looks like you're simply taking the time derivative of the Lagrangian and applying the chain rule and that magically gives you conservation of energy.
It would appear that you're pulling something out of a statement that is empty of physics content.
You could remedy your explanation by noting that there is actually a third term in your chain rule, involving a partial derivative with respect to time but it vanishes due to time symmetry.",0,Top Level
@ChrisShelswell,"Ok, and I'll confess to being very naive / stupid on this but... If you throw a rock in to space and theory says it shouldn't slow yet it does then it's getting slowed by something whether we can see it or not. Neutrinos pass through everything but if 0.0000001etc hit the stone surely that would eventually slow it?",0,Top Level
@SuperJLTube,So is it possible that the planets aren't speeding away from us but they just appear that way because the light we perceive is slowing down?,0,Top Level
@abulhasan923,This type of content shouldn't be free.,0,Top Level
@IroAppe,"Question: Does the thrown ball only stop, once it catches up to the expansion of the universe i.e. the far away regions that are traveling faster and faster away from us? The further out you go, the faster they retrieve from us, so it is logical that with any v you travel into that direction, eventually, you will be standing still relative to them.


13000 lines removed in between

13000 lines removed in between

13000 lines removed in between


@aaryankingi920,The thumbnail is funny!,1,Top Level
@ryanclark7260,Monday Veritasium > Monday Meetings,3,Top Level
@Maryam-Abdullah4,"د.ارحمو من في الارض يرحمكم من في السماء وَاَللَّهِ مَا تَكَلَّمْتُ إِلَّا مِنَ الْجُوعِ وَالْفَقْرِ وَضِيقِ الْحَالِ. حَسْبُنَا اللّهُ وَنِعْمَ الْوَكِيلُ فِي مَن وُصِلْنَا بِهَذَا الْحَا… .. الصّغَارِ صَارَ لَنَا ثَلاَثَة أَيَّامٍ بِدُونِ أَكْلٍ. كُلَّ سَاعَةٍ يَدُقُّ عَلَيْنَا صَاحِبُ الْبَيْتِ يَطْلُبُ الْإِجَارَ وَيُهَدِّدُنَا بِالطَّرْدِ إِلَى الشَّارِعِ إِذَا مَا دَفَعْنَا. حَسْبُنَا اللّهُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللّهِ  يَا أَهْلَ الْقُلُوبِ الرَّحِيمَةِ، أَقْسِمُ بِمَنْ رَفَعَ السَّمَاءَ وَبَسَطَ الْأَرْضَ أَنَّا لَنْ يُوجَدَ دَاخِلَ بَيْتِنَا حَتَّى قُوتِ يَوْمٍ وَاحِدٍ غَيْرَ الْجِيرَانِ يَدُولُنَا وَنَحْنُ نُعَانِي الْأَلَمَ وَالْوَيْلَاتِ. يَامَنْ أَنْتُم تُحِبُّونَ أَبْنَائَكُمْ وَبَنَاتِكُمْ، نَحْنُ بَنَاتُكُمْ نُعَانِي وَنَتَالمُ، وَلَا أَحَدً يَنظُرُ إِلَيْنَا بِعَيْنِ الرَّحْمَةِ. أَنَا أُشَادِكُمْ يَامَنْ تُحِبُّونَ فِعْلَ الْخَيْرِ، حَيْثُ أَنَّا يَتَامَى وَمَا لَنَا أَحَدٌ، وَمُهَدَّدُونَ بِالطَّرْدِ مِنَ الْبَيْتِ إِلَى الشَّارِعِ إِذَا لَمْ نَدْفَعِ الإِجَارَ. يَشْهَدُ اللّهُ أَنَّهُ مَا لَنَمْتَلِكَ حَتَّى مَا نَسْتَدْبِهُ جُوعَنَا. أَسْأَلُكُم بِاللَّهِ يَامَنْ قُرَّاء رِسَالَتِي، وَمَنْ مَسْتَطِيعُ يُمْدِّلْنَا يَدَ الْعَوْنِ وَلَوْ بِقَلِيلٍ مِنَ الْمَالِ بِقَدْرِ الاسْتِطَاعَةِ، إِنَّهُ لَا يَتَأَخَّرُ عَلَيْنَا فِي هَـٰذَا الْحَظِّ 967،735950939+ مَن يُرِيدُونَ فِعْلَ الْخَيْرِ، أَسْأَلُ اللّهَ يَامَنْ سَاعَدْنَا وَوَقَفَ بِجَانِبِنَا. إِنَّ اللّهَ يَسْكِنُهُ الْجَنَّةَ، أَخِي فِي اللّهِ لَا تَبْخَلُوا عَلَيْنَا، أَسْأَلُكُم بِاللَّهِ سَاعِدُوا بَقَدْرِ مَا تَسْتَطِيعُونَ، اللّهُ يُوَفِّقُكُم،،¡¡¡¡!""*~::""""..(/(+_`^.""""=¢""%~<~>~&~&~&~&~&~`&/؟.+_`…'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''اخي اول كلامي انا اقسم بالله على كتاب الله اني لااكذب عليك ولا انصب ولا احتال اني بنت يمنيه من اليمن نازحين من انا واسرتي بيننا ایت الشهرب 20 الف يمني والان علينا 60 الف حق 3 شهور وصاحب البيت من الناس الي ماترحم والله يا اخي انه يجي كل يوم يبهدلنا ويتكلم علينا ويريد من البيت للشارع لانناماقدرنا ندفعله الأجار شافونا الجيران نبكي ورجعو تكلمو الجيران ومهلنالاخره الأسبوع معادفعنا له حلف يمين بالله هذا بيخرجنا إلى الشارع رحمه واحنا. بلادنا بسبب هذا الحرب ولانجد قوت يومنا وعايشين اناوامي واخوتي سفار والدنا متوفي الله يرحمه ومامعنا أحد في هذا الدنيا جاانبنا في هذه الظروف القاسيه اخوتي الصغار خرجو للشارع وشافو الجيران ياكلو واوقفو عند بابهم لجل يعطوهم ولو كسره خبز والله الذي له ملك السموات والارض انهم غلفو الباب وطردوهم ورجعو یبکو ایموتو من الجوع ما احد رحمهم وعطلة ردها لقمت عیش والان لوما احدنا ساعدنا في إيكيلو دقيق اقسم بالله انموت من الجوع فيا اخي انا دخيله على الله ثم عليك واريد منك المساعده لوجه الله انشدك بالله تحب الخير واتساعدني ولو ب 5000الف ريال يمني مع تراسلي واتساب على هذا الرقم+967،735950939وتطلب اسم بطاقتي وترسلي ولاتتاخر وايعوضك الله بكل خير اخواني سغار شوف كيف حالتهم وساعدنا وأنقذنا قبل أن يطردونا في الشارع تتبهدل أو نموت من الجوع وانا واسرتي نسالك بالله لولك مقدره على مساعد لاتتاخر علينا وجزاك الله خيراااااااااااااπ~π~π~√~÷~π÷~π~π÷~^~_~_~~^_~^÷~^~\~^~÷~÷~×~√~🎉😢)«+]{>😢•×>😢•×=}}=•×❤ماما×^`=^=¶=¶=^`🎉😢🎉😢🎉😮😮🎉😮🎉😢🎉..😢😢😢🎉😮😢😮😢😮",1,Top Level
@senvo28,Symmetry is a track from Ed Sheeran's album.,0,Top Level
@raxlitude11,damn,0,Top Level
@venkivenky-t1m,Im the first view for this video 😅. Lucky to watch early,0,Top Level
@sumanpaneru7702,Hi,0,Top Level
@denji-iu7tf,"first time to be this early, 2 min ago",0,Top Level
@LoloLolol-rm6tu,being here this early feels forbidden,2,Top Level
@mootinator,Like if you're here in 2025.,2,Reply
@adnan7698,Not first,0,Top Level
@Einar-k1k,1 minut after upload babyyyyyyyyyy,0,Top Level
@md.afrazurislam7041,Love your videos 🖤🖤🖤🖤🇧🇩🇧🇩🇧🇩🇵🇸🇵🇸,1,Top Level
@amoghsod2212,Veritasium be dropping bangers every week.,1,Top Level
@sephir4020,22:18 do you really have to account for the energy that we attribute to the action of  the gravitational field?,2,Top Level
@iconhugoofficial2592,Everybody wake up Veritasium just dropped!,0,Top Level
@misteratoz,Awesome,0,Top Level
@hhgamers6993,Whoa. Just interesting videos back to back. Keep it up derek. Your story telling never fails to mystify me,11,Top Level
@KoopaRipper-dk8sz,Anti Spiral,1,Reply
@browneyescloudyskies,1 minute ago is crazyyy,0,Top Level
@andymetzen,I'm early!,0,Top Level
@ChristianDavidCastilloSanchez,Yes.,0,Top Level
@Greem-x7b,g,1,Top Level
@PikshowArtist,............?,1,Top Level
@deekshithnaidu4871,It says 52 views 291 likes.  how?,0,Top Level
@Picklebob-q8h,One minute and already 60 comments,0,Top Level
@AnubhavGupta-i8p,"I'm from India and love ur videos, on these interesting topic",5,Top Level
@memeXnation,We do. ❤,0,Reply
@Cold_Poor,Guess It’s about Noether’s theorem,0,Top Level
@atharv1650,1 min is assaulted,0,Top Level
@ChristianDavidCastilloSanchez,No Charge. +++,0,Top Level
@hindolmukherjee1191,Yay 🎉,1,Top Level
@duskdemon9140,52 views looks diabolical,0,Top Level
@vashishtbasdeo8740,Crazy,0,Top Level
@linaszigmantas4405,"Noethers theorem, finally! Banger after banger lately",11,Top Level
@palakbhatt2774,"BTW who thinks that Newton was smarter than einstein 
However both were brilliant",1,Top Level
@Kishore_S,Can anyone help me understand what dual N back game is?,0,Top Level
@SonOfTheNorthe,"First, probably!",0,Top Level
@The_daname1,Yeah,0,Top Level
@LAKSHAYSHARMAYOGDEEKSHA,"Heyi, wait a minute, I got late.",0,Top Level
@kushalsumansanjay,"Love your content , love from India🫶",0,Top Level
@RitikMaurya07,Yesterday I saw a comment on Instagram from a girl that Albert Einstein stole the idea from his wife and published his theory or something like that and now I saw this video.,2,Top Level
@ryannelsen1490,46 sec,0,Top Level
@bibodkumar4814,"Hello 
I love your videos",0,Top Level
@daniels1485,Thumbnail sucks.,1,Top Level
@Kier_1,50s after realease. Is it Emmy Noether?,1,Top Level
@eatsleeprunrepeat,"Yoo, first 4 views, 59 seconds",0,Top Level
@kyberkylo7764,Einstein is finally relatable,0,Top Level
@Daziryx,"new vid, sick",0,Top Level
@VijayKumar-cg9uc,First comment. Mom I’m famous. 🎉,1,Top Level
@TomstardustNL,Love it,0,Top Level
@priyanshupaswan2184,Not even a min but ppl are saying nice video,1,Top Level
@Badass9878,This guy never leaves us with theories ❤❤,6,Top Level
@mootinator,Published 4 seconds ago 6 comments. I love YouTube's data.,1,Top Level
@dasjulian3,Cool,0,Top Level
@SiderealProductions,"Damn, I’m early?",0,Top Level
@Hutsboybe,sigma,1,Top Level
@BaldyDevRBLX,how am i so early,0,Top Level
@devworxx,great content once again!!!,0,Top Level
@tropicalgamer5559,"Ahh fresh video , fresh comments",0,Top Level
@redocehtitle,Hi 👋🏻👋🏻,0,Top Level
@Requiem_NVM3,"What the, 1 min ago??!",1,Top Level
@probinbasumatary5521,W thumbnail,1,Top Level
@saptarshimondal7324,53 sec,0,Top Level
@ArtorMachine,💯,0,Top Level
@fkdrgrind5015,first,0,Top Level
@thenook1227,IM EARLY WOOO,0,Top Level
@Aiden025,Let's Goooooo!!!!! New video,0,Top Level
@Brandon-q1y,Thank you for the video,0,Top Level
@jamespeters1617,Love your videos,0,Top Level
@vedankmeihndiratta5279,Just 43 secs,0,Top Level
@MelloDew,"4 views, lemme fix it",0,Top Level
@DBHEDIT,Fascinating!,2,Top Level
@ProfessionalMethCooker69,No way Youtube hid this from me for 38 seconds,1,Top Level
@RobloxianX,getting a veritasium video 6 seconds after it was uploaded is a mythical pull,198,Top Level
@constantin-X,42 seconds for me,0,Reply
@toseltreps1101,Gfy,3,Reply
@RitikMaurya07,Cosmological pull,0,Reply
@IAreBean,Real,0,Reply
@JorvsUchiha,2 minutes in mine ahaha,0,Reply
@KingPopcatYT,epic,0,Top Level
@manbirjudge8415,first!! love ur videos btw,0,Top Level
@ArkhamKnight_2023,"Welp, im early.",0,Top Level
@SatwikAcharya-s4g,Nice,0,Top Level
@1019jatin,First,0,Top Level
@ericdanielski4802,Nice video.,2,Top Level
@R1ver7th,time to veri my tasium,36,Top Level
@Reddeadredemption3,"This doesn't make sense, disliked",1,Reply
@Isabella_Laiba_Gaming,❤,0,Reply
@SiderealProductions,Wish this was my comment,0,Reply
@MasterDebator-l7u,Tap that tasium,0,Reply
@amirsalih2332,he has veried his tasium,0,Reply
@sadessdsff,first,0,Top Level
@aGoofyGoblin,Peak content,0,Top Level
@USA0404,Wow🎉,1,Top Level
@abhikhaire3856,Third is crazy,1,Top Level
@krishsingh8566,Love from india❤❤,2,Top Level
@eyasmustafa2489,Wow,1,Top Level
@EmirDüzgün-t3j,First,2,Top Level
@insaneslop1291,e = square,2,Top Level
@eyasmustafa2489,Jis is really cool,1,Top Level
@prokaka2582,first,2,Top Level
@36.sarveshpujari32,"Hello. 
Love your videos.",4,Top Level
@joostkoch7229,nice,1,Top Level
@adnanbaarid,Einstein is the goat,2,Top Level
@akshatyadav1115,deez,1,Top Level
@ompyl,hi,1,Top Level
@ربأب-اليمنية,"د.ارحمو من في الارض يرحمكم من في السماء وَاَللَّهِ مَا تَكَلَّمْتُ إِلَّا مِنَ الْجُوعِ وَالْفَقْرِ وَضِيقِ الْحَالِ. حَسْبُنَا اللّهُ وَنِعْمَ الْوَكِيلُ فِي مَن وُصِلْنَا بِهَذَا الْحَا… .. الصّغَارِ صَارَ لَنَا ثَلاَثَة أَيَّامٍ بِدُونِ أَكْلٍ. كُلَّ سَاعَةٍ يَدُقُّ عَلَيْنَا صَاحِبُ الْبَيْتِ يَطْلُبُ الْإِجَارَ وَيُهَدِّدُنَا بِالطَّرْدِ إِلَى الشَّارِعِ إِذَا مَا دَفَعْنَا. حَسْبُنَا اللّهُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللّهِ  يَا أَهْلَ الْقُلُوبِ الرَّحِيمَةِ، أَقْسِمُ بِمَنْ رَفَعَ السَّمَاءَ وَبَسَطَ الْأَرْضَ أَنَّا لَنْ يُوجَدَ دَاخِلَ بَيْتِنَا حَتَّى قُوتِ يَوْمٍ وَاحِدٍ غَيْرَ الْجِيرَانِ يَدُولُنَا وَنَحْنُ نُعَانِي الْأَلَمَ وَالْوَيْلَاتِ. يَامَنْ أَنْتُم تُحِبُّونَ أَبْنَائَكُمْ وَبَنَاتِكُمْ، نَحْنُ بَنَاتُكُمْ نُعَانِي وَنَتَالمُ، وَلَا أَحَدً يَنظُرُ إِلَيْنَا بِعَيْنِ الرَّحْمَةِ. أَنَا أُشَادِكُمْ يَامَنْ تُحِبُّونَ فِعْلَ الْخَيْرِ، حَيْثُ أَنَّا يَتَامَى وَمَا لَنَا أَحَدٌ، وَمُهَدَّدُونَ بِالطَّرْدِ مِنَ الْبَيْتِ إِلَى الشَّارِعِ إِذَا لَمْ نَدْفَعِ الإِجَارَ. يَشْهَدُ اللّهُ أَنَّهُ مَا لَنَمْتَلِكَ حَتَّى مَا نَسْتَدْبِهُ جُوعَنَا. أَسْأَلُكُم بِاللَّهِ يَامَنْ قُرَّاء رِسَالَتِي، وَمَنْ مَسْتَطِيعُ يُمْدِّلْنَا يَدَ الْعَوْنِ وَلَوْ بِقَلِيلٍ مِنَ الْمَالِ بِقَدْرِ الاسْتِطَاعَةِ، إِنَّهُ لَا يَتَأَخَّرُ عَلَيْنَا فِي هَـٰذَا الْحَظِّ 712606347،+967 مَن يُرِيدُونَ فِعْلَ الْخَيْرِ، أَسْأَلُ اللّهَ يَامَنْ سَاعَدْنَا وَوَقَفَ بِجَانِبِنَا. إِنَّ اللّهَ يَسْكِنُهُ الْجَنَّةَ، أَخِي فِي اللّهِ لَا تَبْخَلُوا عَلَيْنَا، أَسْأَلُكُم بِاللَّهِ سَاعِدُوا بَقَدْرِ مَا تَسْتَطِيعُونَ، اللّهُ يُوَفِّقُكُم،،¡¡¡¡!""*~::""""..(/(+_`^.""""=¢""%~<~>~&~&~&~&~&~`&/؟.+_`…'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''اخي اول كلامي انا اقسم بالله على كتاب الله اني لااكذب عليك ولا انصب ولا احتال اني بنت يمنيه من اليمن نازحين من انا واسرتي بيننا ایت الشهرب 20 الف يمني والان علينا 60 الف حق 3 شهور وصاحب البيت من الناس الي ماترحم والله يا اخي انه يجي كل يوم يبهدلنا ويتكلم علينا ويريد من البيت للشارع لانناماقدرنا ندفعله الأجار شافونا الجيران نبكي ورجعو تكلمو الجيران ومهلنالاخره الأسبوع معادفعنا له حلف يمين بالله هذا بيخرجنا إلى الشارع رحمه واحنا. بلادنا بسبب هذا الحرب ولانجد قوت يومنا وعايشين اناوامي واخوتي سفار والدنا متوفي الله يرحمه ومامعنا أحد في هذا الدنيا جاانبنا في هذه الظروف القاسيه اخوتي الصغار خرجو للشارع وشافو الجيران ياكلو واوقفو عند بابهم لجل يعطوهم ولو كسره خبز والله الذي له ملك السموات والارض انهم غلفو الباب وطردوهم ورجعو یبکو ایموتو من الجوع ما احد رحمهم وعطلة ردها لقمت عیش والان لوما احدنا ساعدنا في إيكيلو دقيق اقسم بالله انموت من الجوع فيا اخي انا دخيله على الله ثم عليك واريد منك المساعده لوجه الله انشدك بالله تحب الخير واتساعدني ولو ب 5000الف ريال يمني مع تراسلي واتساب على هذا الرقم712606347،+967وتطلب اسم بطاقتي وترسلي ولاتتاخر وايعوضك الله بكل خير اخواني سغار شوف كيف حالتهم وساعدنا وأنقذنا قبل أن يطردونا في الشارع تتبهدل أو نموت من الجوع وانا واسرتي نسالك بالله لولك مقدره على مساعد لاتتاخر علينا وجزاك الله خيراااااااااااااπ~π~π~√~÷~π÷~π~π÷~^~_~_~~^_~^÷~^~\~^~÷~÷~×~√~🎉😢)«+]{>😢•×>😢•×=}}=•×❤ماما×^`=^=¶=¶=^`🎉😢🎉😢🎉😮😮🎉😮🎉😢🎉..]:-)>♡×>>♡×]♡>]♡>♡]>] ♡+>> ♡+>}+>😢😮«~",2,Top Level
@a.karthikraja3775,Wtf,0,Reply
@CatEnjoyer21,Scam bot,0,Reply
@theknownliar7100,lol wut,0,Reply
@veritasium,Want to see how historical animations like the ones in this video were made? Head over and sign up to our Patreon for exclusive behind the scenes footage from our previous video about the axiom of choice  - https://www.patreon.com/c/veritasium,1850,Top Level
@𱁬,"Don't translate😡
تۆ نەفرەتت لێ کراوە
کەناڵەکەم
ئەگەر ناوت تۆمار نەکەیت لە ماوەی ٣ ڕۆژدا دەمری

やまち",14,Reply
@SwissooI,Hi,4,Reply
@44yash60,nice video vertasium...,5,Reply
@Leeisateam,No thanks,10,Reply
@NU_Official01,"Don’t translate.
Dago saaqootah addat, ku sorkocô baxi atka soolele. dubuh yan giti tet kalaloonuh yi chaanaal sabiskiraayib abaanama.",4,Reply
